1,ain t
2,ain't
3,aint
4,aren t
5,aren't
6,arent
7,can t 
8,can't 
9,cant
10,couldn t 
11,couldn't 
12,couldnt
13,daren t
14,daren’t
15,darent
16,didn t 
17,didn't 
18,didnt
19,doesn t 
20,doesn't 
21,doesnt
22,don t 
23,don't 
24,dont
25,hadn t 
26,hadn't 
27,hadnt
28,hasn t 
29,hasn't 
30,hasnt
31,haven t 
32,haven't 
33,havent
34,isn t 
35,isn't 
36,isnt
37,mightn t 
38,mightn't 
39,mightnt
40,mustn t 
41,mustn't 
42,mustnt
43,needn t
44,needn’t
45,neednt
46,oughtn t
47,oughtn’t
48,oughtnt
49,shan t 
50,shan't 
51,shant
52,shouldn t 
53,shouldn't 
54,shouldnt
55,usedn t
56,usedn’t
57,usednt
58,wasn t
59,wasn't
60,wasnt
61,weren t 
62,weren't 
63,werent
64,won t 
65,won't 
66,wont
67,wouldn t 
68,wouldn't 
69,wouldnt
